Date,Close
05/08/2014,0.028
06/08/2014,0.028
07/08/2014,0.0278
08/08/2014,0.0278
11/08/2014,0.0278
12/08/2014,0.0278
13/08/2014,0.0278
14/08/2014,0.0277
15/08/2014,0.0277
18/08/2014,0.0277
19/08/2014,0.0277
20/08/2014,0.0277
21/08/2014,0.0276
22/08/2014,0.0276
25/08/2014,0.0276
26/08/2014,0.0276
27/08/2014,0.0276
28/08/2014,0.0276
29/08/2014,0.0276
01/09/2014,0.0276
02/09/2014,0.0276
03/09/2014,0.0276
04/09/2014,0.0276
05/09/2014,0.0276
08/09/2014,0.0276
09/09/2014,0.0276
10/09/2014,0.0276
11/09/2014,0.0284
12/09/2014,0.0284
15/09/2014,0.0284
17/09/2014,0.0284
18/09/2014,0.0286
19/09/2014,0.0286
22/09/2014,0.0286
23/09/2014,0.0286
24/09/2014,0.0286
25/09/2014,0.0286
26/09/2014,0.0286
29/09/2014,0.0286
30/09/2014,0.0286
01/10/2014,0.0286
02/10/2014,0.0285
03/10/2014,0.0285
06/10/2014,0.0285
07/10/2014,0.0285
08/10/2014,0.0285
09/10/2014,0.0286
10/10/2014,0.0286
13/10/2014,0.0286
14/10/2014,0.0286
15/10/2014,0.0286
16/10/2014,0.0296
17/10/2014,0.0296
20/10/2014,0.0296
21/10/2014,0.0296
22/10/2014,0.0296
23/10/2014,0.0293
24/10/2014,0.0293
27/10/2014,0.0293
28/10/2014,0.0293
29/10/2014,0.0293
30/10/2014,0.029
31/10/2014,0.029
03/11/2014,0.029
04/11/2014,0.029
05/11/2014,0.029
06/11/2014,0.0291
07/11/2014,0.0291
10/11/2014,0.0291
11/11/2014,0.0291
12/11/2014,0.0291
13/11/2014,0.029
14/11/2014,0.029
18/11/2014,0.029
19/11/2014,0.029
20/11/2014,0.0283
21/11/2014,0.0283
24/11/2014,0.0283
25/11/2014,0.0283
26/11/2014,0.0283
27/11/2014,0.0276
28/11/2014,0.0276
01/12/2014,0.0276
02/12/2014,0.0276
03/12/2014,0.0276
04/12/2014,0.0284
05/12/2014,0.0284
08/12/2014,0.0284
09/12/2014,0.0284
10/12/2014,0.0284
11/12/2014,0.0285
15/12/2014,0.0285
16/12/2014,0.0285
17/12/2014,0.0285
18/12/2014,0.0284
19/12/2014,0.0284
22/12/2014,0.0284
23/12/2014,0.0284
24/12/2014,0.0278
26/12/2014,0.0278
29/12/2014,0.0278
30/12/2014,0.0278
31/12/2014,0.0274
02/01/2015,0.0274
05/01/2015,0.0274
06/01/2015,0.0274
07/01/2015,0.0274
08/01/2015,0.0243
09/01/2015,0.0243
12/01/2015,0.0243
13/01/2015,0.0243
14/01/2015,0.0243
15/01/2015,0.0279
16/01/2015,0.0279
19/01/2015,0.0279
20/01/2015,0.0279
21/01/2015,0.0279
22/01/2015,0.0272
23/01/2015,0.0272
26/01/2015,0.0272
27/01/2015,0.0272
28/01/2015,0.0272
29/01/2015,0.0275
30/01/2015,0.0275
03/02/2015,0.0275
04/02/2015,0.0275
05/02/2015,0.0274
06/02/2015,0.0274
09/02/2015,0.0274
10/02/2015,0.0274
11/02/2015,0.0274
12/02/2015,0.0278
13/02/2015,0.0278
16/02/2015,0.0278
17/02/2015,0.0278
18/02/2015,0.0278
19/02/2015,0.0283
20/02/2015,0.0283
23/02/2015,0.0283
24/02/2015,0.0283
25/02/2015,0.0283
26/02/2015,0.029
27/02/2015,0.029
02/03/2015,0.029
03/03/2015,0.029
04/03/2015,0.029
05/03/2015,0.0301
06/03/2015,0.0301
09/03/2015,0.0301
10/03/2015,0.0301
11/03/2015,0.0301
12/03/2015,0.0305
13/03/2015,0.0305
17/03/2015,0.0305
18/03/2015,0.0305
19/03/2015,0.0304
20/03/2015,0.0304
23/03/2015,0.0304
24/03/2015,0.0304
25/03/2015,0.0304
26/03/2015,0.0305
27/03/2015,0.0305
30/03/2015,0.0305
31/03/2015,0.0305
01/04/2015,0.0302
06/04/2015,0.0302
07/04/2015,0.0302
08/04/2015,0.0302
09/04/2015,0.0302
10/04/2015,0.0302
13/04/2015,0.0302
14/04/2015,0.0302
15/04/2015,0.0302
16/04/2015,0.03
17/04/2015,0.03
20/04/2015,0.03
21/04/2015,0.03
22/04/2015,0.03
23/04/2015,0.0296
24/04/2015,0.0296
27/04/2015,0.0296
28/04/2015,0.0296
29/04/2015,0.0296
30/04/2015,0.0285
04/05/2015,0.0285
05/05/2015,0.0285
06/05/2015,0.0285
07/05/2015,0.0298
08/05/2015,0.0298
11/05/2015,0.0298
12/05/2015,0.0298
13/05/2015,0.0298
14/05/2015,0.0297
15/05/2015,0.0297
18/05/2015,0.0297
19/05/2015,0.0297
20/05/2015,0.0297
21/05/2015,0.0299
22/05/2015,0.0299
25/05/2015,0.0299
26/05/2015,0.0299
27/05/2015,0.0299
28/05/2015,0.0299
29/05/2015,0.0299
01/06/2015,0.0299
02/06/2015,0.0299
03/06/2015,0.0299
04/06/2015,0.0297
05/06/2015,0.0297
08/06/2015,0.0297
09/06/2015,0.0297
10/06/2015,0.0297
11/06/2015,0.0296
12/06/2015,0.0296
15/06/2015,0.0296
16/06/2015,0.0296
17/06/2015,0.0296
18/06/2015,0.0294
19/06/2015,0.0294
22/06/2015,0.0294
23/06/2015,0.0294
24/06/2015,0.0294
25/06/2015,0.0298
26/06/2015,0.0298
29/06/2015,0.0298
30/06/2015,0.0298
01/07/2015,0.0298
02/07/2015,0.03
03/07/2015,0.03
06/07/2015,0.03
07/07/2015,0.03
08/07/2015,0.03
09/07/2015,0.0296
10/07/2015,0.0296
13/07/2015,0.0296
14/07/2015,0.0296
15/07/2015,0.0296
16/07/2015,0.0296
17/07/2015,0.0296
20/07/2015,0.0296
21/07/2015,0.0296
22/07/2015,0.0296
23/07/2015,0.0301
24/07/2015,0.0301
27/07/2015,0.0301
28/07/2015,0.0301
29/07/2015,0.0301
30/07/2015,0.0301
31/07/2015,0.0301
03/08/2015,0.0301
04/08/2015,0.0301
05/08/2015,0.0301
06/08/2015,0.0302
07/08/2015,0.0302
10/08/2015,0.0302
11/08/2015,0.0302
12/08/2015,0.0302
13/08/2015,0.0301
14/08/2015,0.0301
17/08/2015,0.0301
18/08/2015,0.0301
19/08/2015,0.0301
20/08/2015,0.0302
21/08/2015,0.0302
24/08/2015,0.0302
25/08/2015,0.0302
26/08/2015,0.0302
27/08/2015,0.0312
28/08/2015,0.0312
31/08/2015,0.0312
01/09/2015,0.0312
02/09/2015,0.0312
03/09/2015,0.0309
04/09/2015,0.0309
07/09/2015,0.0309
08/09/2015,0.0309
09/09/2015,0.0309
10/09/2015,0.0311
11/09/2015,0.0311
14/09/2015,0.0311
15/09/2015,0.0311
17/09/2015,0.0318
18/09/2015,0.0318
21/09/2015,0.0318
22/09/2015,0.0318
23/09/2015,0.0318
24/09/2015,0.0302
25/09/2015,0.0302
28/09/2015,0.0302
29/09/2015,0.0302
30/09/2015,0.0302
01/10/2015,0.0302
02/10/2015,0.0302
05/10/2015,0.0302
06/10/2015,0.0302
07/10/2015,0.0302
08/10/2015,0.0298
09/10/2015,0.0298
12/10/2015,0.0298
13/10/2015,0.0298
14/10/2015,0.0298
15/10/2015,0.03
16/10/2015,0.03
19/10/2015,0.03
20/10/2015,0.03
21/10/2015,0.03
22/10/2015,0.0304
23/10/2015,0.0304
26/10/2015,0.0304
27/10/2015,0.0304
28/10/2015,0.0304
29/10/2015,0.0305
30/10/2015,0.0305
03/11/2015,0.0305
04/11/2015,0.0305
05/11/2015,0.0303
06/11/2015,0.0303
09/11/2015,0.0303
10/11/2015,0.0303
11/11/2015,0.0303
12/11/2015,0.03
13/11/2015,0.03
17/11/2015,0.03
18/11/2015,0.03
19/11/2015,0.03
20/11/2015,0.03
23/11/2015,0.03
24/11/2015,0.03
25/11/2015,0.03
26/11/2015,0.0303
27/11/2015,0.0303
30/11/2015,0.0303
01/12/2015,0.0303
02/12/2015,0.0303
03/12/2015,0.0311
04/12/2015,0.0311
07/12/2015,0.0311
08/12/2015,0.0311
09/12/2015,0.0311
10/12/2015,0.032
11/12/2015,0.032
14/12/2015,0.032
15/12/2015,0.032
16/12/2015,0.032
17/12/2015,0.032
18/12/2015,0.032
21/12/2015,0.032
22/12/2015,0.032
23/12/2015,0.032
24/12/2015,0.0315
28/12/2015,0.0315
29/12/2015,0.0315
30/12/2015,0.0315
31/12/2015,0.0305
04/01/2016,0.0305
05/01/2016,0.0305
06/01/2016,0.0305
07/01/2016,0.0305
08/01/2016,0.0305
11/01/2016,0.0305
12/01/2016,0.0305
13/01/2016,0.0305
14/01/2016,0.0305
15/01/2016,0.0305
18/01/2016,0.0305
19/01/2016,0.0305
20/01/2016,0.0305
21/01/2016,0.0309
22/01/2016,0.0309
25/01/2016,0.0309
26/01/2016,0.0309
27/01/2016,0.0309
28/01/2016,0.0314
29/01/2016,0.0314
02/02/2016,0.0314
03/02/2016,0.0314
04/02/2016,0.0316
05/02/2016,0.0316
08/02/2016,0.0316
09/02/2016,0.0316
10/02/2016,0.0316
11/02/2016,0.032
12/02/2016,0.032
15/02/2016,0.032
16/02/2016,0.032
17/02/2016,0.032
18/02/2016,0.0323
19/02/2016,0.0323
22/02/2016,0.0323
23/02/2016,0.0323
24/02/2016,0.0323
25/02/2016,0.0385
26/02/2016,0.0385
29/02/2016,0.0385
01/03/2016,0.0385
02/03/2016,0.0385
03/03/2016,0.0388
04/03/2016,0.0388
07/03/2016,0.0388
08/03/2016,0.0388
09/03/2016,0.0388
10/03/2016,0.0378
11/03/2016,0.0378
14/03/2016,0.0378
15/03/2016,0.0378
16/03/2016,0.0378
17/03/2016,0.038
18/03/2016,0.038
22/03/2016,0.038
23/03/2016,0.0378
28/03/2016,0.0378
29/03/2016,0.0378
30/03/2016,0.0378
31/03/2016,0.0376
01/04/2016,0.0376
04/04/2016,0.0376
05/04/2016,0.0376
06/04/2016,0.0376
07/04/2016,0.0373
08/04/2016,0.0373
11/04/2016,0.0373
12/04/2016,0.0373
13/04/2016,0.0373
14/04/2016,0.0374
15/04/2016,0.0374
18/04/2016,0.0374
19/04/2016,0.0374
20/04/2016,0.0374
21/04/2016,0.0374
22/04/2016,0.0374
25/04/2016,0.0374
26/04/2016,0.0374
27/04/2016,0.0374
28/04/2016,0.0376
29/04/2016,0.0376
02/05/2016,0.0376
03/05/2016,0.0376
04/05/2016,0.0376
05/05/2016,0.0377
06/05/2016,0.0377
09/05/2016,0.0377
10/05/2016,0.0377
11/05/2016,0.0377
12/05/2016,0.0377
13/05/2016,0.0377
16/05/2016,0.0377
17/05/2016,0.0377
18/05/2016,0.0377
19/05/2016,0.0381
20/05/2016,0.0381
23/05/2016,0.0381
24/05/2016,0.0381
25/05/2016,0.0381
26/05/2016,0.039
27/05/2016,0.039
30/05/2016,0.039
31/05/2016,0.039
01/06/2016,0.039
02/06/2016,0.038
03/06/2016,0.038
06/06/2016,0.038
07/06/2016,0.038
08/06/2016,0.038
09/06/2016,0.0378
10/06/2016,0.0378
13/06/2016,0.0378
14/06/2016,0.0378
15/06/2016,0.0378
16/06/2016,0.0383
17/06/2016,0.0383
20/06/2016,0.0383
21/06/2016,0.0383
22/06/2016,0.0383
23/06/2016,0.0376
24/06/2016,0.0376
27/06/2016,0.0376
28/06/2016,0.0376
29/06/2016,0.0376
30/06/2016,0.0386
01/07/2016,0.0386
04/07/2016,0.0386
05/07/2016,0.0386
06/07/2016,0.0386
07/07/2016,0.0423
08/07/2016,0.0423
11/07/2016,0.0423
12/07/2016,0.0423
13/07/2016,0.0423
14/07/2016,0.0419
15/07/2016,0.0419
18/07/2016,0.0419
19/07/2016,0.0419
20/07/2016,0.0419
21/07/2016,0.0421
22/07/2016,0.0421
25/07/2016,0.0421
26/07/2016,0.0421
27/07/2016,0.0421
28/07/2016,0.0421
29/07/2016,0.0421
01/08/2016,0.0421
02/08/2016,0.0421
03/08/2016,0.0421
04/08/2016,0.0422
05/08/2016,0.0422
08/08/2016,0.0422
09/08/2016,0.0422
10/08/2016,0.0422
11/08/2016,0.0422
12/08/2016,0.0422
15/08/2016,0.0422
16/08/2016,0.0422
17/08/2016,0.0422
18/08/2016,0.0427
19/08/2016,0.0427
22/08/2016,0.0427
23/08/2016,0.0427
24/08/2016,0.0427
25/08/2016,0.0423
26/08/2016,0.0423
29/08/2016,0.0423
30/08/2016,0.0423
31/08/2016,0.0423
01/09/2016,0.0429
02/09/2016,0.0429
05/09/2016,0.0429
06/09/2016,0.0429
07/09/2016,0.0429
08/09/2016,0.0423
09/09/2016,0.0423
12/09/2016,0.0423
13/09/2016,0.0423
14/09/2016,0.0423
15/09/2016,0.0422
19/09/2016,0.0422
20/09/2016,0.0422
21/09/2016,0.0422
22/09/2016,0.0427
23/09/2016,0.0427
26/09/2016,0.0427
27/09/2016,0.0427
28/09/2016,0.0427
29/09/2016,0.0441
30/09/2016,0.0441
03/10/2016,0.0441
04/10/2016,0.0441
05/10/2016,0.0441
06/10/2016,0.047
07/10/2016,0.047
10/10/2016,0.047
11/10/2016,0.047
12/10/2016,0.047
13/10/2016,0.047
14/10/2016,0.047
17/10/2016,0.047
18/10/2016,0.047
19/10/2016,0.047
20/10/2016,0.0467
21/10/2016,0.0467
24/10/2016,0.0467
25/10/2016,0.0467
26/10/2016,0.0467
27/10/2016,0.0468
28/10/2016,0.0468
31/10/2016,0.0468
01/11/2016,0.0468
03/11/2016,0.0475
04/11/2016,0.0475
07/11/2016,0.0475
08/11/2016,0.0475
09/11/2016,0.0475
10/11/2016,0.0481
11/11/2016,0.0481
14/11/2016,0.0481
15/11/2016,0.0481
16/11/2016,0.0481
17/11/2016,0.0556
18/11/2016,0.0556
22/11/2016,0.0556
23/11/2016,0.0556
24/11/2016,0.0548
25/11/2016,0.0548
28/11/2016,0.0548
29/11/2016,0.0548
30/11/2016,0.0548
01/12/2016,0.0562
02/12/2016,0.0562
05/12/2016,0.0562
06/12/2016,0.0562
07/12/2016,0.0562
08/12/2016,0.0559
09/12/2016,0.0559
13/12/2016,0.0559
14/12/2016,0.0559
15/12/2016,0.0551
16/12/2016,0.0551
19/12/2016,0.0551
20/12/2016,0.0551
21/12/2016,0.0551
22/12/2016,0.0565
23/12/2016,0.0565
26/12/2016,0.0565
27/12/2016,0.0565
28/12/2016,0.0565
29/12/2016,0.0569
30/12/2016,0.0569
02/01/2017,0.0569
03/01/2017,0.0569
04/01/2017,0.0569
05/01/2017,0.0582
06/01/2017,0.0582
09/01/2017,0.0582
10/01/2017,0.0582
11/01/2017,0.0582
12/01/2017,0.0587
13/01/2017,0.0587
16/01/2017,0.0587
17/01/2017,0.0587
18/01/2017,0.0587
19/01/2017,0.0586
20/01/2017,0.0586
23/01/2017,0.0586
24/01/2017,0.0586
25/01/2017,0.0586
26/01/2017,0.0577
27/01/2017,0.0577
30/01/2017,0.0577
31/01/2017,0.0577
01/02/2017,0.0577
02/02/2017,0.0588
03/02/2017,0.0588
07/02/2017,0.0588
08/02/2017,0.0588
09/02/2017,0.059
10/02/2017,0.059
13/02/2017,0.059
14/02/2017,0.059
15/02/2017,0.059
16/02/2017,0.0621
17/02/2017,0.0621
20/02/2017,0.0621
21/02/2017,0.0621
22/02/2017,0.0621
23/02/2017,0.0624
24/02/2017,0.0624
27/02/2017,0.0624
28/02/2017,0.0624
01/03/2017,0.0624
02/03/2017,0.0625
03/03/2017,0.0625
06/03/2017,0.0625
07/03/2017,0.0625
08/03/2017,0.0625
09/03/2017,0.0629
10/03/2017,0.0629
13/03/2017,0.0629
14/03/2017,0.0629
15/03/2017,0.0629
16/03/2017,0.063
17/03/2017,0.063
21/03/2017,0.063
22/03/2017,0.063
23/03/2017,0.0632
24/03/2017,0.0632
27/03/2017,0.0632
28/03/2017,0.0632
29/03/2017,0.0632
30/03/2017,0.0643
31/03/2017,0.0643
03/04/2017,0.0643
04/04/2017,0.0643
05/04/2017,0.0643
06/04/2017,0.0648
07/04/2017,0.0648
10/04/2017,0.0648
11/04/2017,0.0648
12/04/2017,0.0654
17/04/2017,0.0654
18/04/2017,0.0654
19/04/2017,0.0654
20/04/2017,0.0647
21/04/2017,0.0647
24/04/2017,0.0647
25/04/2017,0.0647
26/04/2017,0.0647
27/04/2017,0.065
28/04/2017,0.065
02/05/2017,0.065
03/05/2017,0.065
04/05/2017,0.065
05/05/2017,0.065
08/05/2017,0.065
09/05/2017,0.065
10/05/2017,0.065
11/05/2017,0.0649
12/05/2017,0.0649
15/05/2017,0.0649
16/05/2017,0.0649
17/05/2017,0.0649
18/05/2017,0.0653
19/05/2017,0.0653
22/05/2017,0.0653
23/05/2017,0.0653
24/05/2017,0.0653
25/05/2017,0.0671
26/05/2017,0.0671
29/05/2017,0.0671
30/05/2017,0.0671
31/05/2017,0.0671
01/06/2017,0.0672
02/06/2017,0.0672
05/06/2017,0.0672
06/06/2017,0.0672
07/06/2017,0.0672
08/06/2017,0.0674
09/06/2017,0.0674
12/06/2017,0.0674
13/06/2017,0.0674
14/06/2017,0.0674
15/06/2017,0.0679
16/06/2017,0.0679
19/06/2017,0.0679
20/06/2017,0.0679
21/06/2017,0.0679
22/06/2017,0.0687
23/06/2017,0.0687
26/06/2017,0.0687
27/06/2017,0.0687
28/06/2017,0.0687
29/06/2017,0.0696
30/06/2017,0.0696
03/07/2017,0.0696
04/07/2017,0.0696
05/07/2017,0.0696
06/07/2017,0.07
07/07/2017,0.07
10/07/2017,0.07
11/07/2017,0.07
12/07/2017,0.07
13/07/2017,0.0698
14/07/2017,0.0698
17/07/2017,0.0698
18/07/2017,0.0698
19/07/2017,0.0698
20/07/2017,0.0699
21/07/2017,0.0699
24/07/2017,0.0699
25/07/2017,0.0699
26/07/2017,0.0699
27/07/2017,0.0699
28/07/2017,0.0699
31/07/2017,0.0699
01/08/2017,0.0699
02/08/2017,0.0699
03/08/2017,0.0699
04/08/2017,0.0699
07/08/2017,0.0699
08/08/2017,0.0699
09/08/2017,0.0699
10/08/2017,0.0696
11/08/2017,0.0696
14/08/2017,0.0696
15/08/2017,0.0696
16/08/2017,0.0696
17/08/2017,0.0691
18/08/2017,0.0691
21/08/2017,0.0691
22/08/2017,0.0691
23/08/2017,0.0691
24/08/2017,0.0692
25/08/2017,0.0692
28/08/2017,0.0692
29/08/2017,0.0692
30/08/2017,0.0692
31/08/2017,0.0691
01/09/2017,0.0691
04/09/2017,0.0691
05/09/2017,0.0691
06/09/2017,0.0691
07/09/2017,0.0698
08/09/2017,0.0698
11/09/2017,0.0698
12/09/2017,0.0698
13/09/2017,0.0698
14/09/2017,0.0698
15/09/2017,0.0698
18/09/2017,0.0698
19/09/2017,0.0698
20/09/2017,0.0698
21/09/2017,0.0698
22/09/2017,0.0698
25/09/2017,0.0698
26/09/2017,0.0698
27/09/2017,0.0698
28/09/2017,0.07
29/09/2017,0.07
02/10/2017,0.07
03/10/2017,0.07
04/10/2017,0.07
05/10/2017,0.0703
06/10/2017,0.0703
09/10/2017,0.0703
10/10/2017,0.0703
11/10/2017,0.0703
12/10/2017,0.0703
13/10/2017,0.0703
16/10/2017,0.0703
17/10/2017,0.0703
18/10/2017,0.0703
19/10/2017,0.0704
20/10/2017,0.0704
23/10/2017,0.0704
24/10/2017,0.0704
25/10/2017,0.0704
26/10/2017,0.0702
27/10/2017,0.0702
30/10/2017,0.0702
31/10/2017,0.0702
01/11/2017,0.0703
03/11/2017,0.0703
06/11/2017,0.0703
07/11/2017,0.0703
08/11/2017,0.0703
09/11/2017,0.0702
10/11/2017,0.0702
13/11/2017,0.0702
14/11/2017,0.0702
15/11/2017,0.0702
16/11/2017,0.0701
17/11/2017,0.0701
21/11/2017,0.0701
22/11/2017,0.0701
23/11/2017,0.0702
24/11/2017,0.0702
27/11/2017,0.0702
28/11/2017,0.0702
29/11/2017,0.0702
30/11/2017,0.0701
01/12/2017,0.0701
04/12/2017,0.0701
05/12/2017,0.0701
06/12/2017,0.0701
07/12/2017,0.0702
08/12/2017,0.0702
11/12/2017,0.0702
13/12/2017,0.0702
14/12/2017,0.0719
15/12/2017,0.0719
18/12/2017,0.0719
19/12/2017,0.0719
20/12/2017,0.0719
21/12/2017,0.0724
22/12/2017,0.0724
26/12/2017,0.0724
27/12/2017,0.0724
28/12/2017,0.0722
29/12/2017,0.0722
02/01/2018,0.0722
03/01/2018,0.0722
04/01/2018,0.0725
05/01/2018,0.0725
08/01/2018,0.0725
09/01/2018,0.0725
10/01/2018,0.0725
11/01/2018,0.0724
12/01/2018,0.0724
15/01/2018,0.0724
16/01/2018,0.0724
17/01/2018,0.0724
18/01/2018,0.0724
19/01/2018,0.0724
22/01/2018,0.0724
23/01/2018,0.0724
24/01/2018,0.0724
25/01/2018,0.0725
26/01/2018,0.0725
29/01/2018,0.0725
30/01/2018,0.0725
31/01/2018,0.0725
01/02/2018,0.0724
02/02/2018,0.0724
06/02/2018,0.0724
07/02/2018,0.0724
08/02/2018,0.0735
09/02/2018,0.0735
12/02/2018,0.0735
13/02/2018,0.0735
14/02/2018,0.0735
15/02/2018,0.075
16/02/2018,0.075
19/02/2018,0.075
20/02/2018,0.075
21/02/2018,0.075
22/02/2018,0.0749
23/02/2018,0.0749
26/02/2018,0.0749
27/02/2018,0.0749
28/02/2018,0.0749
01/03/2018,0.0747
02/03/2018,0.0747
05/03/2018,0.0747
06/03/2018,0.0747
07/03/2018,0.0747
08/03/2018,0.075
09/03/2018,0.075
12/03/2018,0.075
13/03/2018,0.075
14/03/2018,0.075
15/03/2018,0.0746
16/03/2018,0.0746
20/03/2018,0.0746
21/03/2018,0.0746
22/03/2018,0.0744
23/03/2018,0.0744
26/03/2018,0.0744
27/03/2018,0.0744
28/03/2018,0.0749
02/04/2018,0.0749
03/04/2018,0.0749
04/04/2018,0.0749
05/04/2018,0.0746
06/04/2018,0.0746
09/04/2018,0.0746
10/04/2018,0.0746
11/04/2018,0.0746
12/04/2018,0.0747
13/04/2018,0.0747
16/04/2018,0.0747
17/04/2018,0.0747
18/04/2018,0.0747
19/04/2018,0.0745
20/04/2018,0.0745
23/04/2018,0.0745
24/04/2018,0.0745
25/04/2018,0.0745
26/04/2018,0.0745
27/04/2018,0.0745
30/04/2018,0.0745
02/05/2018,0.0745
03/05/2018,0.0747
04/05/2018,0.0747
07/05/2018,0.0747
08/05/2018,0.0747
09/05/2018,0.0747
10/05/2018,0.0752
11/05/2018,0.0752
14/05/2018,0.0752
15/05/2018,0.0752
16/05/2018,0.0752
17/05/2018,0.0758
18/05/2018,0.0758
21/05/2018,0.0758
22/05/2018,0.0758
23/05/2018,0.0758
24/05/2018,0.0751
25/05/2018,0.0751
28/05/2018,0.0751
29/05/2018,0.0751
30/05/2018,0.0751
31/05/2018,0.0748
01/06/2018,0.0748
04/06/2018,0.0748
05/06/2018,0.0748
06/06/2018,0.0748
07/06/2018,0.0751
08/06/2018,0.0751
11/06/2018,0.0751
12/06/2018,0.0751
13/06/2018,0.0751
14/06/2018,0.0762
15/06/2018,0.0762
18/06/2018,0.0762
19/06/2018,0.0762
20/06/2018,0.0762
21/06/2018,0.0771
22/06/2018,0.0771
25/06/2018,0.0771
26/06/2018,0.0771
27/06/2018,0.0771
28/06/2018,0.077
29/06/2018,0.077
02/07/2018,0.077
03/07/2018,0.077
04/07/2018,0.077
05/07/2018,0.0772
06/07/2018,0.0772
09/07/2018,0.0772
10/07/2018,0.0772
11/07/2018,0.0772
12/07/2018,0.0774
13/07/2018,0.0774
16/07/2018,0.0774
17/07/2018,0.0774
18/07/2018,0.0774
19/07/2018,0.0774
20/07/2018,0.0774
23/07/2018,0.0774
24/07/2018,0.0774
25/07/2018,0.0774
26/07/2018,0.0772
27/07/2018,0.0772
30/07/2018,0.0772
31/07/2018,0.0772
01/08/2018,0.0772
02/08/2018,0.0774
03/08/2018,0.0774
06/08/2018,0.0774
07/08/2018,0.0774
08/08/2018,0.0774
09/08/2018,0.0774
10/08/2018,0.0774
13/08/2018,0.0774
14/08/2018,0.0774
15/08/2018,0.0774
16/08/2018,0.0774
17/08/2018,0.0774
20/08/2018,0.0774
21/08/2018,0.0774
22/08/2018,0.0774
23/08/2018,0.0771
24/08/2018,0.0771
27/08/2018,0.0771
28/08/2018,0.0771
29/08/2018,0.0771
30/08/2018,0.0772
31/08/2018,0.0772
03/09/2018,0.0772
04/09/2018,0.0772
